,Year,Type,County,Ag District,Ag District Code,ACRES HARVESTED,ACRES PLANTED,"ACRES PLANTED, NET","PRODUCTION, MEASURED IN BU","YIELD, MEASURED IN BU / ACRE","YIELD, MEASURED IN BU / NET PLANTED ACRE"
2008,2018,"WHEAT, SPRING, (EXCL DURUM)",DICKEY,SOUTHEAST,90,23500.0,23900.0,,1089000.0,46.3,
2009,2018,"WHEAT, SPRING, (EXCL DURUM)",EMMONS,SOUTH CENTRAL,80,88800.0,88900.0,,4179000.0,47.1,
2010,2018,"WHEAT, SPRING, (EXCL DURUM)",FOSTER,CENTRAL,50,57000.0,57100.0,,2581000.0,45.3,
2011,2018,"WHEAT, SPRING, (EXCL DURUM)",GOLDEN VALLEY,SOUTHWEST,70,32100.0,32200.0,,1245000.0,38.8,
2012,2018,"WHEAT, SPRING, (EXCL DURUM)",GRAND FORKS,NORTHEAST,30,168900.0,169000.0,,9889000.0,58.5,
2013,2018,"WHEAT, SPRING, (EXCL DURUM)",GRIGGS,EAST CENTRAL,60,70800.0,71000.0,,3829000.0,54.1,
2014,2018,"WHEAT, SPRING, (EXCL DURUM)",HETTINGER,SOUTHWEST,70,263500.0,270000.0,,10844000.0,41.2,
2015,2018,"WHEAT, SPRING, (EXCL DURUM)",KIDDER,CENTRAL,50,57400.0,57500.0,,2422000.0,42.2,
2016,2018,"WHEAT, SPRING, (EXCL DURUM)",LA MOURE,SOUTHEAST,90,43500.0,43600.0,,2085000.0,47.9,
2017,2018,"WHEAT, SPRING, (EXCL DURUM)",LOGAN,SOUTHEAST,90,53300.0,53400.0,,2340000.0,43.9,
2018,2018,"WHEAT, SPRING, (EXCL DURUM)",MCINTOSH,SOUTHEAST,90,69500.0,70000.0,,3400000.0,48.9,
2019,2018,"WHEAT, SPRING, (EXCL DURUM)",MCKENZIE,WEST CENTRAL,40,98300.0,100000.0,,3398000.0,34.6,
2020,2018,"WHEAT, SPRING, (EXCL DURUM)",MCLEAN,WEST CENTRAL,40,275000.0,276500.0,,13079000.0,47.6,
2021,2018,"WHEAT, SPRING, (EXCL DURUM)",MERCER,WEST CENTRAL,40,70900.0,71000.0,,2671000.0,37.7,
2022,2018,"WHEAT, SPRING, (EXCL DURUM)",MORTON,SOUTH CENTRAL,80,149900.0,152000.0,,6307000.0,42.1,
2023,2018,"WHEAT, SPRING, (EXCL DURUM)",MOUNTRAIL,NORTHWEST,10,174500.0,174500.0,,7840000.0,44.9,
2024,2018,"WHEAT, SPRING, (EXCL DURUM)",NELSON,NORTHEAST,30,133500.0,135000.0,,6468000.0,48.4,
2025,2018,"WHEAT, SPRING, (EXCL DURUM)",OTHER (COMBINED) COUNTIES,CENTRAL,50,150300.0,150900.0,,7170000.0,47.7,
2026,2018,"WHEAT, SPRING, (EXCL DURUM)",OTHER (COMBINED) COUNTIES,NORTH CENTRAL,20,261500.0,262000.0,,12287000.0,47.0,
2027,2018,"WHEAT, SPRING, (EXCL DURUM)",OTHER (COMBINED) COUNTIES,NORTHWEST,10,230100.0,233500.0,,9935000.0,43.2,
2028,2018,"WHEAT, SPRING, (EXCL DURUM)",OTHER (COMBINED) COUNTIES,SOUTH CENTRAL,80,214300.0,222600.0,,9046000.0,42.2,
2029,2018,"WHEAT, SPRING, (EXCL DURUM)",OTHER (COMBINED) COUNTIES,SOUTHWEST,70,347800.0,356500.0,,16248000.0,46.7,
2030,2018,"WHEAT, SPRING, (EXCL DURUM)",OTHER (COMBINED) COUNTIES,WEST CENTRAL,40,215800.0,223500.0,,9010000.0,41.8,
2031,2018,"WHEAT, SPRING, (EXCL DURUM)",PEMBINA,NORTHEAST,30,230000.0,230000.0,,12941000.0,56.3,
2032,2018,"WHEAT, SPRING, (EXCL DURUM)",PIERCE,NORTH CENTRAL,20,132000.0,132000.0,,7254000.0,55.0,
2033,2018,"WHEAT, SPRING, (EXCL DURUM)",RAMSEY,NORTHEAST,30,163100.0,165500.0,,8954000.0,54.9,
2034,2018,"WHEAT, SPRING, (EXCL DURUM)",RANSOM,SOUTHEAST,90,36100.0,36300.0,,2181000.0,60.4,
2035,2018,"WHEAT, SPRING, (EXCL DURUM)",RENVILLE,NORTHWEST,10,159600.0,160000.0,,8188000.0,51.3,
2036,2018,"WHEAT, SPRING, (EXCL DURUM)",RICHLAND,SOUTHEAST,90,53400.0,53500.0,,3052000.0,57.2,
2037,2018,"WHEAT, SPRING, (EXCL DURUM)",SARGENT,SOUTHEAST,90,21700.0,21800.0,,1173000.0,54.1,
2038,2018,"WHEAT, SPRING, (EXCL DURUM)",SLOPE,SOUTHWEST,70,117300.0,117500.0,,5328000.0,45.4,
2039,2018,"WHEAT, SPRING, (EXCL DURUM)",STEELE,EAST CENTRAL,60,59000.0,59200.0,,3261000.0,55.3,
2040,2018,"WHEAT, SPRING, (EXCL DURUM)",STUTSMAN,CENTRAL,50,112300.0,112500.0,,4651000.0,41.4,
2041,2018,"WHEAT, SPRING, (EXCL DURUM)",TOWNER,NORTHEAST,30,196000.0,198000.0,,11632000.0,59.3,
2042,2018,"WHEAT, SPRING, (EXCL DURUM)",TRAILL,EAST CENTRAL,60,98200.0,98400.0,,5661000.0,57.6,
2043,2018,"WHEAT, SPRING, (EXCL DURUM)",WALSH,NORTHEAST,30,221500.0,223000.0,,12390000.0,55.9,
2044,2018,"WHEAT, SPRING, (EXCL DURUM)",WARD,NORTHWEST,10,319500.0,320000.0,,15255000.0,47.7,
2045,2018,"WHEAT, SPRING, (EXCL DURUM)",WELLS,CENTRAL,50,167000.0,167000.0,,8770000.0,52.5,
2046,2018,"WHEAT, SPRING, (EXCL DURUM)",WILLIAMS,NORTHWEST,10,86300.0,89000.0,,3053000.0,35.4,
2047,2018,"WHEAT, SPRING, DURUM",ADAMS,SOUTHWEST,70,19200.0,21000.0,,864000.0,45.0,
2048,2018,"WHEAT, SPRING, DURUM",BOWMAN,SOUTHWEST,70,32100.0,32800.0,,1070000.0,33.3,
2049,2018,"WHEAT, SPRING, DURUM",BURKE,NORTHWEST,10,57900.0,58000.0,,2515000.0,43.4,
2050,2018,"WHEAT, SPRING, DURUM",DUNN,WEST CENTRAL,40,5300.0,5300.0,,272000.0,51.3,
2051,2018,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,CENTRAL,50,17500.0,17500.0,,889000.0,50.8,
2052,2018,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,NORTH CENTRAL,20,27600.0,27700.0,,1480000.0,53.6,
2053,2018,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,NORTHEAST,30,26300.0,26400.0,,1328000.0,50.5,
2054,2018,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,NORTHWEST,10,276100.0,278000.0,,10744000.0,38.9,
2055,2018,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,SOUTH CENTRAL,80,27500.0,27700.0,,1154000.0,42.0,
2056,2018,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,SOUTHWEST,70,84700.0,85700.0,,3762000.0,44.4,
2057,2018,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,WEST CENTRAL,40,123700.0,126700.0,,4367000.0,35.3,
2058,2018,"WHEAT, SPRING, DURUM",ROLETTE,NORTH CENTRAL,20,10300.0,10400.0,,570000.0,55.3,
2059,2018,"WHEAT, SPRING, DURUM",SLOPE,SOUTHWEST,70,32500.0,32500.0,,1504000.0,46.3,
2060,2018,"WHEAT, SPRING, DURUM",TOWNER,NORTHEAST,30,10000.0,10000.0,,557000.0,55.7,
2061,2018,"WHEAT, SPRING, DURUM",WELLS,CENTRAL,50,16000.0,16000.0,,860000.0,53.8,
2062,2018,"WHEAT, SPRING, DURUM",WILLIAMS,NORTHWEST,10,301000.0,317000.0,,10187000.0,33.8,
2063,2018,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,CENTRAL,50,1920.0,2200.0,,101000.0,52.6,
2064,2018,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,NORTHWEST,10,6930.0,7800.0,,245100.0,35.4,
2065,2018,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,SOUTHEAST,90,3580.0,3900.0,,140000.0,39.1,
2066,2018,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,SOUTHWEST,70,24800.0,29200.0,,1005000.0,40.5,
2067,2018,"WHEAT, WINTER",WARD,NORTHWEST,10,2000.0,2000.0,,85900.0,43.0,
2068,2019,"WHEAT, SPRING, (EXCL DURUM)",BARNES,EAST CENTRAL,60,76000.0,81300.0,,4000000.0,52.6,
2069,2019,"WHEAT, SPRING, (EXCL DURUM)",BILLINGS,SOUTHWEST,70,33700.0,35900.0,,1402000.0,41.6,
2070,2019,"WHEAT, SPRING, (EXCL DURUM)",BOTTINEAU,NORTH CENTRAL,20,289500.0,319000.0,,15296000.0,52.8,
2071,2019,"WHEAT, SPRING, (EXCL DURUM)",BOWMAN,SOUTHWEST,70,81000.0,90600.0,,3298000.0,40.7,
2072,2019,"WHEAT, SPRING, (EXCL DURUM)",CASS,EAST CENTRAL,60,89400.0,93100.0,,4368000.0,48.9,
2073,2019,"WHEAT, SPRING, (EXCL DURUM)",CAVALIER,NORTHEAST,30,280500.0,336000.0,,16400000.0,58.5,
2074,2019,"WHEAT, SPRING, (EXCL DURUM)",DICKEY,SOUTHEAST,90,12300.0,12900.0,,642000.0,52.2,
2075,2019,"WHEAT, SPRING, (EXCL DURUM)",FOSTER,CENTRAL,50,53300.0,55400.0,,2799000.0,52.5,
2076,2019,"WHEAT, SPRING, (EXCL DURUM)",GOLDEN VALLEY,SOUTHWEST,70,32400.0,34500.0,,1398000.0,43.1,
2077,2019,"WHEAT, SPRING, (EXCL DURUM)",GRAND FORKS,NORTHEAST,30,156000.0,161000.0,,8637000.0,55.4,
2078,2019,"WHEAT, SPRING, (EXCL DURUM)",GRIGGS,EAST CENTRAL,60,67900.0,70600.0,,3102000.0,45.7,
2079,2019,"WHEAT, SPRING, (EXCL DURUM)",KIDDER,CENTRAL,50,54800.0,57100.0,,2021000.0,36.9,
2080,2019,"WHEAT, SPRING, (EXCL DURUM)",LA MOURE,SOUTHEAST,90,29200.0,30300.0,,1402000.0,48.0,
2081,2019,"WHEAT, SPRING, (EXCL DURUM)",LOGAN,SOUTHEAST,90,43200.0,47900.0,,1873000.0,43.4,
2082,2019,"WHEAT, SPRING, (EXCL DURUM)",MCINTOSH,SOUTHEAST,90,62500.0,65200.0,,2674000.0,42.8,
2083,2019,"WHEAT, SPRING, (EXCL DURUM)",MCLEAN,WEST CENTRAL,40,278000.0,291500.0,,14230000.0,51.2,
2084,2019,"WHEAT, SPRING, (EXCL DURUM)",OLIVER,WEST CENTRAL,40,56100.0,61000.0,,2135000.0,38.1,
2085,2019,"WHEAT, SPRING, (EXCL DURUM)",OTHER (COMBINED) COUNTIES,CENTRAL,50,286400.0,322300.0,,14318000.0,50.0,
2086,2019,"WHEAT, SPRING, (EXCL DURUM)",OTHER (COMBINED) COUNTIES,NORTH CENTRAL,20,433100.0,454500.0,,22271000.0,51.4,
2087,2019,"WHEAT, SPRING, (EXCL DURUM)",OTHER (COMBINED) COUNTIES,NORTHEAST,30,274700.0,299500.0,,13897000.0,50.6,
2088,2019,"WHEAT, SPRING, (EXCL DURUM)",OTHER (COMBINED) COUNTIES,NORTHWEST,10,472900.0,595500.0,,20799000.0,44.0,
2089,2019,"WHEAT, SPRING, (EXCL DURUM)",OTHER (COMBINED) COUNTIES,SOUTH CENTRAL,80,396500.0,454000.0,,17814000.0,44.9,
2090,2019,"WHEAT, SPRING, (EXCL DURUM)",OTHER (COMBINED) COUNTIES,SOUTHWEST,70,548300.0,651000.0,,22933000.0,41.8,
2091,2019,"WHEAT, SPRING, (EXCL DURUM)",OTHER (COMBINED) COUNTIES,WEST CENTRAL,40,334900.0,354500.0,,15582000.0,46.5,
2092,2019,"WHEAT, SPRING, (EXCL DURUM)",PEMBINA,NORTHEAST,30,215000.0,221500.0,,12853000.0,59.8,
2093,2019,"WHEAT, SPRING, (EXCL DURUM)",RANSOM,SOUTHEAST,90,23200.0,24100.0,,1286000.0,55.4,
2094,2019,"WHEAT, SPRING, (EXCL DURUM)",RENVILLE,NORTHWEST,10,116100.0,174500.0,,5590000.0,48.1,
2095,2019,"WHEAT, SPRING, (EXCL DURUM)",RICHLAND,SOUTHEAST,90,44100.0,46800.0,,2226000.0,50.5,
2096,2019,"WHEAT, SPRING, (EXCL DURUM)",ROLETTE,NORTH CENTRAL,20,95400.0,110500.0,,5765000.0,60.4,
2097,2019,"WHEAT, SPRING, (EXCL DURUM)",SARGENT,SOUTHEAST,90,13000.0,13800.0,,687000.0,52.8,
2098,2019,"WHEAT, SPRING, (EXCL DURUM)",SLOPE,SOUTHWEST,70,94600.0,128000.0,,3823000.0,40.4,
2099,2019,"WHEAT, SPRING, (EXCL DURUM)",STEELE,EAST CENTRAL,60,52300.0,54900.0,,2675000.0,51.1,
2100,2019,"WHEAT, SPRING, (EXCL DURUM)",STUTSMAN,CENTRAL,50,87500.0,92200.0,,3807000.0,43.5,
2101,2019,"WHEAT, SPRING, (EXCL DURUM)",TOWNER,NORTHEAST,30,189800.0,210000.0,,10290000.0,54.2,
2102,2019,"WHEAT, SPRING, (EXCL DURUM)",TRAILL,EAST CENTRAL,60,71400.0,79100.0,,3782000.0,53.0,
2103,2019,"WHEAT, SPRING, (EXCL DURUM)",WALSH,NORTHEAST,30,202000.0,219000.0,,11944000.0,59.1,
2104,2019,"WHEAT, SPRING, (EXCL DURUM)",WARD,NORTHWEST,10,303000.0,351000.0,,13531000.0,44.7,
2105,2019,"WHEAT, SPRING, DURUM",CAVALIER,NORTHEAST,30,8400.0,9100.0,,450000.0,53.6,
2106,2019,"WHEAT, SPRING, DURUM",GOLDEN VALLEY,SOUTHWEST,70,22200.0,25300.0,,1023000.0,46.1,
2107,2019,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,CENTRAL,50,9050.0,10000.0,,409000.0,45.2,
2108,2019,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,NORTH CENTRAL,20,13100.0,14300.0,,602000.0,46.0,
2109,2019,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,NORTHEAST,30,12900.0,14300.0,,686000.0,53.2,
2110,2019,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,NORTHWEST,10,373400.0,438400.0,,15743000.0,42.2,
2111,2019,"WHEAT, SPRING, DURUM",OTHER (COMBINED) COUNTIES,SOUTHWEST,70,52700.0,78200.0,,2127000.0,40.4,
2112,2019,"WHEAT, SPRING, DURUM",PIERCE,NORTH CENTRAL,20,3300.0,3400.0,,173000.0,52.4,
2113,2019,"WHEAT, SPRING, DURUM",RENVILLE,NORTHWEST,10,9600.0,13600.0,,373000.0,38.9,
2114,2019,"WHEAT, SPRING, DURUM",WELLS,CENTRAL,50,9650.0,10400.0,,418000.0,43.3,
2115,2019,"WHEAT, WINTER",EMMONS,SOUTH CENTRAL,80,5380.0,6700.0,,304000.0,56.5,
2116,2019,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,SOUTH CENTRAL,80,7320.0,10500.0,,425000.0,58.1,
2117,2019,"WHEAT, WINTER",OTHER (COMBINED) COUNTIES,SOUTHWEST,70,20400.0,24100.0,,1061000.0,52.0,
2118,2020,"WHEAT, SPRING, (EXCL DURUM)",ADAMS,SOUTHWEST,70,118500.0,122500.0,,3958000.0,33.4,
2119,2020,"WHEAT, SPRING, (EXCL DURUM)",BARNES,EAST CENTRAL,60,40500.0,40900.0,,2232000.0,55.1,
2120,2020,"WHEAT, SPRING, (EXCL DURUM)",BENSON,NORTH CENTRAL,20,137400.0,138500.0,,7736000.0,56.3,
2121,2020,"WHEAT, SPRING, (EXCL DURUM)",BILLINGS,SOUTHWEST,70,35300.0,35800.0,,1257000.0,35.6,
2122,2020,"WHEAT, SPRING, (EXCL DURUM)",BOTTINEAU,NORTH CENTRAL,20,222500.0,224500.0,,12815000.0,57.6,
2123,2020,"WHEAT, SPRING, (EXCL DURUM)",BOWMAN,SOUTHWEST,70,83900.0,86500.0,,2995000.0,35.7,
2124,2020,"WHEAT, SPRING, (EXCL DURUM)",BURKE,NORTHWEST,10,134300.0,134500.0,,6705000.0,49.9,
2125,2020,"WHEAT, SPRING, (EXCL DURUM)",BURLEIGH,SOUTH CENTRAL,80,58900.0,59400.0,,2421000.0,41.1,
2126,2020,"WHEAT, SPRING, (EXCL DURUM)",CASS,EAST CENTRAL,60,68500.0,69100.0,,3863000.0,56.4,
2127,2020,"WHEAT, SPRING, (EXCL DURUM)",CAVALIER,NORTHEAST,30,286000.0,288500.0,,17389000.0,60.8,
2128,2020,"WHEAT, SPRING, (EXCL DURUM)",DIVIDE,NORTHWEST,10,103800.0,104500.0,,4609000.0,44.4,
2129,2020,"WHEAT, SPRING, (EXCL DURUM)",DUNN,WEST CENTRAL,40,156500.0,158500.0,,6135000.0,39.2,
2130,2020,"WHEAT, SPRING, (EXCL DURUM)",EDDY,CENTRAL,50,28900.0,29200.0,,1289000.0,44.6,
2131,2020,"WHEAT, SPRING, (EXCL DURUM)",EMMONS,SOUTH CENTRAL,80,58000.0,58400.0,,2511000.0,43.3,
2132,2020,"WHEAT, SPRING, (EXCL DURUM)",FOSTER,CENTRAL,50,24800.0,25000.0,,1193000.0,48.1,
2133,2020,"WHEAT, SPRING, (EXCL DURUM)",GOLDEN VALLEY,SOUTHWEST,70,31900.0,32300.0,,1177000.0,36.9,
2134,2020,"WHEAT, SPRING, (EXCL DURUM)",GRAND FORKS,NORTHEAST,30,136500.0,137500.0,,7808000.0,57.2,
2135,2020,"WHEAT, SPRING, (EXCL DURUM)",GRANT,SOUTH CENTRAL,80,107500.0,112500.0,,3698000.0,34.4,
2136,2020,"WHEAT, SPRING, (EXCL DURUM)",GRIGGS,EAST CENTRAL,60,42400.0,42800.0,,2307000.0,54.4,
2137,2020,"WHEAT, SPRING, (EXCL DURUM)",HETTINGER,SOUTHWEST,70,232500.0,236000.0,,7952000.0,34.2,
2138,2020,"WHEAT, SPRING, (EXCL DURUM)",KIDDER,CENTRAL,50,43400.0,44100.0,,1723000.0,39.7,
2139,2020,"WHEAT, SPRING, (EXCL DURUM)",LA MOURE,SOUTHEAST,90,15300.0,15500.0,,900000.0,58.8,
2140,2020,"WHEAT, SPRING, (EXCL DURUM)",LOGAN,SOUTHEAST,90,33600.0,33800.0,,1331000.0,39.6,
2141,2020,"WHEAT, SPRING, (EXCL DURUM)",MCINTOSH,SOUTHEAST,90,50700.0,51000.0,,2165000.0,42.7,
2142,2020,"WHEAT, SPRING, (EXCL DURUM)",MCKENZIE,WEST CENTRAL,40,117100.0,118500.0,,4239000.0,36.2,
2143,2020,"WHEAT, SPRING, (EXCL DURUM)",MCLEAN,WEST CENTRAL,40,280000.0,282000.0,,14420000.0,51.5,
2144,2020,"WHEAT, SPRING, (EXCL DURUM)",MERCER,WEST CENTRAL,40,56200.0,56700.0,,2695000.0,48.0,
2145,2020,"WHEAT, SPRING, (EXCL DURUM)",MORTON,SOUTH CENTRAL,80,144000.0,145000.0,,6408000.0,44.5,
2146,2020,"WHEAT, SPRING, (EXCL DURUM)",MOUNTRAIL,NORTHWEST,10,174700.0,175500.0,,8805000.0,50.4,
2147,2020,"WHEAT, SPRING, (EXCL DURUM)",NELSON,NORTHEAST,30,98200.0,99000.0,,5470000.0,55.7,
2148,2020,"WHEAT, SPRING, (EXCL DURUM)",OLIVER,WEST CENTRAL,40,58100.0,58600.0,,2770000.0,47.7,
2149,2020,"WHEAT, SPRING, (EXCL DURUM)",OTHER COUNTIES,,99,171100.0,175000.0,,7645000.0,44.7,
2150,2020,"WHEAT, SPRING, (EXCL DURUM)",PEMBINA,NORTHEAST,30,230500.0,232000.0,,14130000.0,61.3,
2151,2020,"WHEAT, SPRING, (EXCL DURUM)",PIERCE,NORTH CENTRAL,20,125100.0,126000.0,,6605000.0,52.8,
2152,2020,"WHEAT, SPRING, (EXCL DURUM)",RAMSEY,NORTHEAST,30,154200.0,155500.0,,7957000.0,51.6,
2153,2020,"WHEAT, SPRING, (EXCL DURUM)",RANSOM,SOUTHEAST,90,21300.0,21500.0,,1269000.0,59.6,
2154,2020,"WHEAT, SPRING, (EXCL DURUM)",RENVILLE,NORTHWEST,10,136100.0,137000.0,,7771000.0,57.1,
2155,2020,"WHEAT, SPRING, (EXCL DURUM)",RICHLAND,SOUTHEAST,90,50600.0,51000.0,,2869000.0,56.7,
2156,2020,"WHEAT, SPRING, (EXCL DURUM)",ROLETTE,NORTH CENTRAL,20,82000.0,82700.0,,4116000.0,50.2,
2157,2020,"WHEAT, SPRING, (EXCL DURUM)",SARGENT,SOUTHEAST,90,11100.0,11200.0,,664000.0,59.8,
2158,2020,"WHEAT, SPRING, (EXCL DURUM)",SHERIDAN,CENTRAL,50,88600.0,89300.0,,4146000.0,46.8,
2159,2020,"WHEAT, SPRING, (EXCL DURUM)",SLOPE,SOUTHWEST,70,110900.0,117000.0,,3527000.0,31.8,
2160,2020,"WHEAT, SPRING, (EXCL DURUM)",STARK,SOUTHWEST,70,221500.0,230500.0,,8284000.0,37.4,
2161,2020,"WHEAT, SPRING, (EXCL DURUM)",STEELE,EAST CENTRAL,60,36600.0,36900.0,,1984000.0,54.2,
2162,2020,"WHEAT, SPRING, (EXCL DURUM)",STUTSMAN,CENTRAL,50,54200.0,54600.0,,2135000.0,39.4,
2163,2020,"WHEAT, SPRING, (EXCL DURUM)",TOWNER,NORTHEAST,30,171600.0,173000.0,,9249000.0,53.9,
2164,2020,"WHEAT, SPRING, (EXCL DURUM)",TRAILL,EAST CENTRAL,60,58200.0,58700.0,,3236000.0,55.6,
2165,2020,"WHEAT, SPRING, (EXCL DURUM)",WALSH,NORTHEAST,30,206500.0,208000.0,,11358000.0,55.0,
2166,2020,"WHEAT, SPRING, (EXCL DURUM)",WARD,NORTHWEST,10,303500.0,305000.0,,17320000.0,57.1,
2167,2020,"WHEAT, SPRING, (EXCL DURUM)",WELLS,CENTRAL,50,122200.0,123500.0,,6489000.0,53.1,
2168,2020,"WHEAT, SPRING, (EXCL DURUM)",WILLIAMS,NORTHWEST,10,94300.0,95000.0,,4140000.0,43.9,
2169,2020,"WHEAT, SPRING, DURUM",BENSON,NORTH CENTRAL,20,1940.0,2000.0,,120000.0,61.9,
2170,2020,"WHEAT, SPRING, DURUM",BOTTINEAU,NORTH CENTRAL,20,18500.0,18600.0,,1075000.0,58.1,
2171,2020,"WHEAT, SPRING, DURUM",BOWMAN,SOUTHWEST,70,14700.0,14900.0,,505000.0,34.4,
2172,2020,"WHEAT, SPRING, DURUM",CASS,EAST CENTRAL,60,1860.0,1900.0,,105000.0,56.5,
2173,2020,"WHEAT, SPRING, DURUM",DIVIDE,NORTHWEST,10,123700.0,124500.0,,4391000.0,35.5,
2174,2020,"WHEAT, SPRING, DURUM",DUNN,WEST CENTRAL,40,3130.0,3200.0,,113000.0,36.1,
2175,2020,"WHEAT, SPRING, DURUM",KIDDER,CENTRAL,50,3970.0,4000.0,,191000.0,48.1,
2176,2020,"WHEAT, SPRING, DURUM",MCINTOSH,SOUTHEAST,90,2080.0,2100.0,,92800.0,44.6,
2177,2020,"WHEAT, SPRING, DURUM",MCKENZIE,WEST CENTRAL,40,52400.0,53900.0,,1708000.0,32.6,
2178,2020,"WHEAT, SPRING, DURUM",MOUNTRAIL,NORTHWEST,10,43800.0,44100.0,,1866000.0,42.6,
2179,2020,"WHEAT, SPRING, DURUM",OTHER COUNTIES,,99,248970.0,253200.0,,10507200.0,42.2,
2180,2020,"WHEAT, SPRING, DURUM",RAMSEY,NORTHEAST,30,5850.0,5900.0,,307000.0,52.5,
2181,2020,"WHEAT, SPRING, DURUM",RENVILLE,NORTHWEST,10,26100.0,26200.0,,1349000.0,51.7,
2182,2020,"WHEAT, SPRING, DURUM",ROLETTE,NORTH CENTRAL,20,5460.0,5500.0,,265000.0,48.5,
2183,2020,"WHEAT, SPRING, DURUM",SHERIDAN,CENTRAL,50,8960.0,9100.0,,432000.0,48.2,
2184,2020,"WHEAT, SPRING, DURUM",SLOPE,SOUTHWEST,70,20800.0,20900.0,,630000.0,30.3,
2185,2020,"WHEAT, SPRING, DURUM",STUTSMAN,CENTRAL,50,3980.0,4000.0,,174000.0,43.7,
2186,2020,"WHEAT, SPRING, DURUM",WARD,NORTHWEST,10,34300.0,34500.0,,1670000.0,48.7,
2187,2020,"WHEAT, SPRING, DURUM",WILLIAMS,NORTHWEST,10,279500.0,281500.0,,9599000.0,34.3,
2188,2020,"WHEAT, WINTER",OTHER COUNTIES,,99,33000.0,40000.0,,1617000.0,49.0,
2189,2021,"WHEAT, SPRING, (EXCL DURUM)",ADAMS,SOUTHWEST,70,114800.0,120000.0,,2285000.0,19.9,
2190,2021,"WHEAT, SPRING, (EXCL DURUM)",BARNES,EAST CENTRAL,60,71400.0,71500.0,,3963000.0,55.5,
2191,2021,"WHEAT, SPRING, (EXCL DURUM)",BENSON,NORTH CENTRAL,20,133500.0,138500.0,,5287000.0,39.6,
2192,2021,"WHEAT, SPRING, (EXCL DURUM)",BILLINGS,SOUTHWEST,70,24500.0,30600.0,,345000.0,14.1,
2193,2021,"WHEAT, SPRING, (EXCL DURUM)",BOTTINEAU,NORTH CENTRAL,20,237000.0,240000.0,,9859000.0,41.6,
2194,2021,"WHEAT, SPRING, (EXCL DURUM)",BOWMAN,SOUTHWEST,70,62300.0,80500.0,,829000.0,13.3,
2195,2021,"WHEAT, SPRING, (EXCL DURUM)",BURKE,NORTHWEST,10,124500.0,125500.0,,5030000.0,40.4,
2196,2021,"WHEAT, SPRING, (EXCL DURUM)",BURLEIGH,SOUTH CENTRAL,80,39600.0,44900.0,,693000.0,17.5,
2197,2021,"WHEAT, SPRING, (EXCL DURUM)",CASS,EAST CENTRAL,60,85000.0,86100.0,,5075000.0,59.7,
2198,2021,"WHEAT, SPRING, (EXCL DURUM)",DIVIDE,NORTHWEST,10,93500.0,95200.0,,3011000.0,32.2,
2199,2021,"WHEAT, SPRING, (EXCL DURUM)",DUNN,WEST CENTRAL,40,138000.0,147000.0,,3616000.0,26.2,
2200,2021,"WHEAT, SPRING, (EXCL DURUM)",EDDY,CENTRAL,50,31000.0,33200.0,,822000.0,26.5,
2201,2021,"WHEAT, SPRING, (EXCL DURUM)",EMMONS,SOUTH CENTRAL,80,37400.0,52500.0,,692000.0,18.5,
2202,2021,"WHEAT, SPRING, (EXCL DURUM)",FOSTER,CENTRAL,50,31900.0,32500.0,,1193000.0,37.4,
2203,2021,"WHEAT, SPRING, (EXCL DURUM)",GRAND FORKS,NORTHEAST,30,126800.0,128000.0,,5884000.0,46.4,
2204,2021,"WHEAT, SPRING, (EXCL DURUM)",GRANT,SOUTH CENTRAL,80,92400.0,101500.0,,1340000.0,14.5,
2205,2021,"WHEAT, SPRING, (EXCL DURUM)",GRIGGS,EAST CENTRAL,60,56200.0,58100.0,,2591000.0,46.1,
2206,2021,"WHEAT, SPRING, (EXCL DURUM)",HETTINGER,SOUTHWEST,70,252000.0,259500.0,,6930000.0,27.5,
2207,2021,"WHEAT, SPRING, (EXCL DURUM)",KIDDER,CENTRAL,50,31000.0,41000.0,,899000.0,29.0,
2208,2021,"WHEAT, SPRING, (EXCL DURUM)",LA MOURE,SOUTHEAST,90,24100.0,24700.0,,897000.0,37.2,
2209,2021,"WHEAT, SPRING, (EXCL DURUM)",LOGAN,SOUTHEAST,90,25900.0,28700.0,,632000.0,24.4,
2210,2021,"WHEAT, SPRING, (EXCL DURUM)",MCHENRY,NORTH CENTRAL,20,103000.0,112000.0,,1978000.0,19.2,
