Year,Ag District,Data Item,Value
1999,WEST CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","2,500"
1999,WEST CENTRAL,"WHEAT, WINTER - ACRES PLANTED","2,600"
1998,CENTRAL,WHEAT - ACRES HARVESTED,"827,700"
1998,CENTRAL,WHEAT - ACRES PLANTED,"832,000"
1998,CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","716,000"
1998,CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","720,000"
1998,CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","105,000"
1998,CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","105,000"
1998,CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","6,700"
1998,CENTRAL,"WHEAT, WINTER - ACRES PLANTED","7,000"
1998,EAST CENTRAL,WHEAT - ACRES HARVESTED,"1,007,000"
1998,EAST CENTRAL,WHEAT - ACRES PLANTED,"1,014,500"
1998,EAST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","983,000"
1998,EAST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","990,000"
1998,EAST CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","18,000"
1998,EAST CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","18,000"
1998,EAST CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","6,000"
1998,EAST CENTRAL,"WHEAT, WINTER - ACRES PLANTED","6,500"
1998,NORTH CENTRAL,WHEAT - ACRES HARVESTED,"900,600"
1998,NORTH CENTRAL,WHEAT - ACRES PLANTED,"914,000"
1998,NORTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","532,000"
1998,NORTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","540,000"
1998,NORTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","365,000"
1998,NORTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","370,000"
1998,NORTH CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","3,600"
1998,NORTH CENTRAL,"WHEAT, WINTER - ACRES PLANTED","4,000"
1998,NORTHEAST,WHEAT - ACRES HARVESTED,"1,519,900"
1998,NORTHEAST,WHEAT - ACRES PLANTED,"1,547,500"
1998,NORTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,230,000"
1998,NORTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,250,000"
1998,NORTHEAST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","283,000"
1998,NORTHEAST,"WHEAT, SPRING, DURUM - ACRES PLANTED","290,000"
1998,NORTHEAST,"WHEAT, WINTER - ACRES HARVESTED","6,900"
1998,NORTHEAST,"WHEAT, WINTER - ACRES PLANTED","7,500"
1998,NORTHWEST,WHEAT - ACRES HARVESTED,"1,984,700"
1998,NORTHWEST,WHEAT - ACRES PLANTED,"2,016,500"
1998,NORTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","484,000"
1998,NORTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","490,000"
1998,NORTHWEST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","1,496,000"
1998,NORTHWEST,"WHEAT, SPRING, DURUM - ACRES PLANTED","1,520,000"
1998,NORTHWEST,"WHEAT, WINTER - ACRES HARVESTED","4,700"
1998,NORTHWEST,"WHEAT, WINTER - ACRES PLANTED","6,500"
1998,SOUTH CENTRAL,WHEAT - ACRES HARVESTED,"688,500"
1998,SOUTH CENTRAL,WHEAT - ACRES PLANTED,"704,000"
1998,SOUTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","610,000"
1998,SOUTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","620,000"
1998,SOUTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","67,000"
1998,SOUTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","70,000"
1998,SOUTH CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","11,500"
1998,SOUTH CENTRAL,"WHEAT, WINTER - ACRES PLANTED","14,000"
1998,SOUTHEAST,WHEAT - ACRES HARVESTED,"840,500"
1998,SOUTHEAST,WHEAT - ACRES PLANTED,"866,000"
1998,SOUTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","807,000"
1998,SOUTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","830,000"
1998,SOUTHEAST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","26,000"
1998,SOUTHEAST,"WHEAT, SPRING, DURUM - ACRES PLANTED","27,000"
1998,SOUTHEAST,"WHEAT, WINTER - ACRES HARVESTED","7,500"
1998,SOUTHEAST,"WHEAT, WINTER - ACRES PLANTED","9,000"
1998,SOUTHWEST,WHEAT - ACRES HARVESTED,"935,800"
1998,SOUTHWEST,WHEAT - ACRES PLANTED,"963,000"
1998,SOUTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","743,000"
1998,SOUTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","760,000"
1998,SOUTHWEST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","182,000"
1998,SOUTHWEST,"WHEAT, SPRING, DURUM - ACRES PLANTED","190,000"
1998,SOUTHWEST,"WHEAT, WINTER - ACRES HARVESTED","10,800"
1998,SOUTHWEST,"WHEAT, WINTER - ACRES PLANTED","13,000"
1998,WEST CENTRAL,WHEAT - ACRES HARVESTED,"905,300"
1998,WEST CENTRAL,WHEAT - ACRES PLANTED,"912,500"
1998,WEST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","495,000"
1998,WEST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","500,000"
1998,WEST CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","408,000"
1998,WEST CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","410,000"
1998,WEST CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","2,300"
1998,WEST CENTRAL,"WHEAT, WINTER - ACRES PLANTED","2,500"
1997,CENTRAL,WHEAT - ACRES HARVESTED,"1,058,200"
1997,CENTRAL,WHEAT - ACRES PLANTED,"1,100,500"
1997,CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","990,000"
1997,CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,030,000"
1997,CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","63,000"
1997,CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","65,000"
1997,CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","5,200"
1997,CENTRAL,"WHEAT, WINTER - ACRES PLANTED","5,500"
1997,EAST CENTRAL,WHEAT - ACRES HARVESTED,"1,190,700"
1997,EAST CENTRAL,WHEAT - ACRES PLANTED,"1,231,500"
1997,EAST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,180,000"
1997,EAST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,220,000"
1997,EAST CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","8,500"
1997,EAST CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","9,000"
1997,EAST CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","2,200"
1997,EAST CENTRAL,"WHEAT, WINTER - ACRES PLANTED","2,500"
1997,NORTH CENTRAL,WHEAT - ACRES HARVESTED,"1,115,000"
1997,NORTH CENTRAL,WHEAT - ACRES PLANTED,"1,143,000"
1997,NORTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","760,000"
1997,NORTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","780,000"
1997,NORTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","352,000"
1997,NORTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","360,000"
1997,NORTH CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","3,000"
1997,NORTH CENTRAL,"WHEAT, WINTER - ACRES PLANTED","3,000"
1997,NORTHEAST,WHEAT - ACRES HARVESTED,"1,804,400"
1997,NORTHEAST,WHEAT - ACRES PLANTED,"1,902,500"
1997,NORTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,640,000"
1997,NORTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,730,000"
1997,NORTHEAST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","162,000"
1997,NORTHEAST,"WHEAT, SPRING, DURUM - ACRES PLANTED","170,000"
1997,NORTHEAST,"WHEAT, WINTER - ACRES HARVESTED","2,400"
1997,NORTHEAST,"WHEAT, WINTER - ACRES PLANTED","2,500"
1997,NORTHWEST,WHEAT - ACRES HARVESTED,"2,044,900"
1997,NORTHWEST,WHEAT - ACRES PLANTED,"2,177,000"
1997,NORTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","580,000"
1997,NORTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","630,000"
1997,NORTHWEST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","1,458,000"
1997,NORTHWEST,"WHEAT, SPRING, DURUM - ACRES PLANTED","1,540,000"
1997,NORTHWEST,"WHEAT, WINTER - ACRES HARVESTED","6,900"
1997,NORTHWEST,"WHEAT, WINTER - ACRES PLANTED","7,000"
1997,SOUTH CENTRAL,WHEAT - ACRES HARVESTED,"785,200"
1997,SOUTH CENTRAL,WHEAT - ACRES PLANTED,"849,000"
1997,SOUTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","730,000"
1997,SOUTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","790,000"
1997,SOUTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","41,000"
1997,SOUTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","42,000"
1997,SOUTH CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","14,200"
1997,SOUTH CENTRAL,"WHEAT, WINTER - ACRES PLANTED","17,000"
1997,SOUTHEAST,WHEAT - ACRES HARVESTED,"1,115,000"
1997,SOUTHEAST,WHEAT - ACRES PLANTED,"1,157,000"
1997,SOUTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,090,000"
1997,SOUTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,130,000"
1997,SOUTHEAST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","13,500"
1997,SOUTHEAST,"WHEAT, SPRING, DURUM - ACRES PLANTED","14,000"
1997,SOUTHEAST,"WHEAT, WINTER - ACRES HARVESTED","11,500"
1997,SOUTHEAST,"WHEAT, WINTER - ACRES PLANTED","13,000"
1997,SOUTHWEST,WHEAT - ACRES HARVESTED,"990,300"
1997,SOUTHWEST,WHEAT - ACRES PLANTED,"1,029,000"
1997,SOUTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","850,000"
1997,SOUTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","880,000"
1997,SOUTHWEST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","126,000"
1997,SOUTHWEST,"WHEAT, SPRING, DURUM - ACRES PLANTED","130,000"
1997,SOUTHWEST,"WHEAT, WINTER - ACRES HARVESTED","14,300"
1997,SOUTHWEST,"WHEAT, WINTER - ACRES PLANTED","19,000"
1997,WEST CENTRAL,WHEAT - ACRES HARVESTED,"991,300"
1997,WEST CENTRAL,WHEAT - ACRES PLANTED,"1,035,500"
1997,WEST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","580,000"
1997,WEST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","610,000"
1997,WEST CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","406,000"
1997,WEST CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","420,000"
1997,WEST CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","5,300"
1997,WEST CENTRAL,"WHEAT, WINTER - ACRES PLANTED","5,500"
1996,CENTRAL,WHEAT - ACRES HARVESTED,"1,287,100"
1996,CENTRAL,WHEAT - ACRES PLANTED,"1,299,000"
1996,CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,200,000"
1996,CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,210,000"
1996,CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","79,000"
1996,CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","80,000"
1996,CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","8,100"
1996,CENTRAL,"WHEAT, WINTER - ACRES PLANTED","9,000"
1996,EAST CENTRAL,WHEAT - ACRES HARVESTED,"1,330,100"
1996,EAST CENTRAL,WHEAT - ACRES PLANTED,"1,336,000"
1996,EAST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,315,000"
1996,EAST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,320,000"
1996,EAST CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","10,000"
1996,EAST CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","10,000"
1996,EAST CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","5,100"
1996,EAST CENTRAL,"WHEAT, WINTER - ACRES PLANTED","6,000"
1996,NORTH CENTRAL,WHEAT - ACRES HARVESTED,"1,310,800"
1996,NORTH CENTRAL,WHEAT - ACRES PLANTED,"1,325,000"
1996,NORTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","795,000"
1996,NORTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","800,000"
1996,NORTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","511,000"
1996,NORTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","520,000"
1996,NORTH CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","4,800"
1996,NORTH CENTRAL,"WHEAT, WINTER - ACRES PLANTED","5,000"
1996,NORTHEAST,WHEAT - ACRES HARVESTED,"2,068,600"
1996,NORTHEAST,WHEAT - ACRES PLANTED,"2,091,700"
1996,NORTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,775,000"
1996,NORTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,790,000"
1996,NORTHEAST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","292,000"
1996,NORTHEAST,"WHEAT, SPRING, DURUM - ACRES PLANTED","300,000"
1996,NORTHEAST,"WHEAT, WINTER - ACRES HARVESTED","1,600"
1996,NORTHEAST,"WHEAT, WINTER - ACRES PLANTED","1,700"
1996,NORTHWEST,WHEAT - ACRES HARVESTED,"2,204,400"
1996,NORTHWEST,WHEAT - ACRES PLANTED,"2,244,500"
1996,NORTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","700,000"
1996,NORTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","710,000"
1996,NORTHWEST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","1,500,000"
1996,NORTHWEST,"WHEAT, SPRING, DURUM - ACRES PLANTED","1,530,000"
1996,NORTHWEST,"WHEAT, WINTER - ACRES HARVESTED","4,400"
1996,NORTHWEST,"WHEAT, WINTER - ACRES PLANTED","4,500"
1996,SOUTH CENTRAL,WHEAT - ACRES HARVESTED,"867,700"
1996,SOUTH CENTRAL,WHEAT - ACRES PLANTED,"899,000"
1996,SOUTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","820,000"
1996,SOUTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","850,000"
1996,SOUTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","34,000"
1996,SOUTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","35,000"
1996,SOUTH CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","13,700"
1996,SOUTH CENTRAL,"WHEAT, WINTER - ACRES PLANTED","14,000"
1996,SOUTHEAST,WHEAT - ACRES HARVESTED,"1,219,400"
1996,SOUTHEAST,WHEAT - ACRES PLANTED,"1,231,000"
1996,SOUTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,190,000"
1996,SOUTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,200,000"
1996,SOUTHEAST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","15,000"
1996,SOUTHEAST,"WHEAT, SPRING, DURUM - ACRES PLANTED","15,000"
1996,SOUTHEAST,"WHEAT, WINTER - ACRES HARVESTED","14,400"
1996,SOUTHEAST,"WHEAT, WINTER - ACRES PLANTED","16,000"
1996,SOUTHWEST,WHEAT - ACRES HARVESTED,"1,146,000"
1996,SOUTHWEST,WHEAT - ACRES PLANTED,"1,155,800"
1996,SOUTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,015,000"
1996,SOUTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,020,000"
1996,SOUTHWEST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","116,000"
1996,SOUTHWEST,"WHEAT, SPRING, DURUM - ACRES PLANTED","120,000"
1996,SOUTHWEST,"WHEAT, WINTER - ACRES HARVESTED","15,000"
1996,SOUTHWEST,"WHEAT, WINTER - ACRES PLANTED","15,800"
1996,WEST CENTRAL,WHEAT - ACRES HARVESTED,"1,080,900"
1996,WEST CENTRAL,WHEAT - ACRES PLANTED,"1,098,000"
1996,WEST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","690,000"
1996,WEST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","700,000"
1996,WEST CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","383,000"
1996,WEST CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","390,000"
1996,WEST CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","7,900"
1996,WEST CENTRAL,"WHEAT, WINTER - ACRES PLANTED","8,000"
1995,CENTRAL,WHEAT - ACRES HARVESTED,"1,118,900"
1995,CENTRAL,WHEAT - ACRES PLANTED,"1,143,000"
1995,CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,010,000"
1995,CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,030,000"
1995,CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","106,000"
1995,CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","110,000"
1995,CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","2,900"
1995,CENTRAL,"WHEAT, WINTER - ACRES PLANTED","3,000"
1995,EAST CENTRAL,WHEAT - ACRES HARVESTED,"1,205,200"
1995,EAST CENTRAL,WHEAT - ACRES PLANTED,"1,216,000"
1995,EAST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,180,000"
1995,EAST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,190,000"
1995,EAST CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","21,500"
1995,EAST CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","22,000"
1995,EAST CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","3,700"
1995,EAST CENTRAL,"WHEAT, WINTER - ACRES PLANTED","4,000"
1995,NORTH CENTRAL,WHEAT - ACRES HARVESTED,"1,213,300"
1995,NORTH CENTRAL,WHEAT - ACRES PLANTED,"1,224,500"
1995,NORTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","675,000"
1995,NORTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","680,000"
1995,NORTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","534,000"
1995,NORTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","540,000"
1995,NORTH CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","4,300"
1995,NORTH CENTRAL,"WHEAT, WINTER - ACRES PLANTED","4,500"
1995,NORTHEAST,WHEAT - ACRES HARVESTED,"2,075,400"
1995,NORTHEAST,WHEAT - ACRES PLANTED,"2,091,500"
1995,NORTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,640,000"
1995,NORTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,650,000"
1995,NORTHEAST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","434,000"
1995,NORTHEAST,"WHEAT, SPRING, DURUM - ACRES PLANTED","440,000"
1995,NORTHEAST,"WHEAT, WINTER - ACRES HARVESTED","1,400"
1995,NORTHEAST,"WHEAT, WINTER - ACRES PLANTED","1,500"
1995,NORTHWEST,WHEAT - ACRES HARVESTED,"1,920,500"
1995,NORTHWEST,WHEAT - ACRES PLANTED,"1,965,500"
1995,NORTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","615,000"
1995,NORTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","620,000"
1995,NORTHWEST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","1,300,000"
1995,NORTHWEST,"WHEAT, SPRING, DURUM - ACRES PLANTED","1,340,000"
1995,NORTHWEST,"WHEAT, WINTER - ACRES HARVESTED","5,500"
1995,NORTHWEST,"WHEAT, WINTER - ACRES PLANTED","5,500"
1995,SOUTH CENTRAL,WHEAT - ACRES HARVESTED,"751,000"
1995,SOUTH CENTRAL,WHEAT - ACRES PLANTED,"761,000"
1995,SOUTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","720,000"
1995,SOUTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","730,000"
1995,SOUTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","28,000"
1995,SOUTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","28,000"
1995,SOUTH CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","3,000"
1995,SOUTH CENTRAL,"WHEAT, WINTER - ACRES PLANTED","3,000"
1995,SOUTHEAST,WHEAT - ACRES HARVESTED,"1,011,600"
1995,SOUTHEAST,WHEAT - ACRES PLANTED,"1,027,500"
1995,SOUTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","965,000"
1995,SOUTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","980,000"
1995,SOUTHEAST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","37,500"
1995,SOUTHEAST,"WHEAT, SPRING, DURUM - ACRES PLANTED","38,000"
1995,SOUTHEAST,"WHEAT, WINTER - ACRES HARVESTED","9,100"
1995,SOUTHEAST,"WHEAT, WINTER - ACRES PLANTED","9,500"
1995,SOUTHWEST,WHEAT - ACRES HARVESTED,"905,000"
1995,SOUTHWEST,WHEAT - ACRES PLANTED,"927,500"
1995,SOUTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","810,000"
1995,SOUTHWEST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","830,000"
1995,SOUTHWEST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","90,000"
1995,SOUTHWEST,"WHEAT, SPRING, DURUM - ACRES PLANTED","92,000"
1995,SOUTHWEST,"WHEAT, WINTER - ACRES HARVESTED","5,000"
1995,SOUTHWEST,"WHEAT, WINTER - ACRES PLANTED","5,500"
1995,WEST CENTRAL,WHEAT - ACRES HARVESTED,"917,100"
1995,WEST CENTRAL,WHEAT - ACRES PLANTED,"933,500"
1995,WEST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","585,000"
1995,WEST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","590,000"
1995,WEST CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","329,000"
1995,WEST CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","340,000"
1995,WEST CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","3,100"
1995,WEST CENTRAL,"WHEAT, WINTER - ACRES PLANTED","3,500"
1994,CENTRAL,WHEAT - ACRES HARVESTED,"1,183,900"
1994,CENTRAL,WHEAT - ACRES PLANTED,"1,208,000"
1994,CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,090,000"
1994,CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,110,000"
1994,CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","92,000"
1994,CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","96,000"
1994,CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","1,900"
1994,CENTRAL,"WHEAT, WINTER - ACRES PLANTED","2,000"
1994,EAST CENTRAL,WHEAT - ACRES HARVESTED,"1,199,500"
1994,EAST CENTRAL,WHEAT - ACRES PLANTED,"1,256,700"
1994,EAST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,165,000"
1994,EAST CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,220,000"
1994,EAST CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","33,000"
1994,EAST CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","35,000"
1994,EAST CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","1,500"
1994,EAST CENTRAL,"WHEAT, WINTER - ACRES PLANTED","1,700"
1994,NORTH CENTRAL,WHEAT - ACRES HARVESTED,"1,243,800"
1994,NORTH CENTRAL,WHEAT - ACRES PLANTED,"1,283,800"
1994,NORTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","810,000"
1994,NORTH CENTRAL,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","830,000"
1994,NORTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES HARVESTED","430,000"
1994,NORTH CENTRAL,"WHEAT, SPRING, DURUM - ACRES PLANTED","450,000"
1994,NORTH CENTRAL,"WHEAT, WINTER - ACRES HARVESTED","3,800"
1994,NORTH CENTRAL,"WHEAT, WINTER - ACRES PLANTED","3,800"
1994,NORTHEAST,WHEAT - ACRES HARVESTED,"2,184,300"
1994,NORTHEAST,WHEAT - ACRES PLANTED,"2,280,500"
1994,NORTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,755,000"
1994,NORTHEAST,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,820,000"
1994,NORTHEAST,"WHEAT, SPRING, DURUM - ACRES HARVESTED","429,000"
1994,NORTHEAST,"WHEAT, SPRING, DURUM - ACRES PLANTED","460,000"
1994,NORTHEAST,"WHEAT, WINTER - ACRES HARVESTED",300
1994,NORTHEAST,"WHEAT, WINTER - ACRES PLANTED",500
1994,NORTHWEST,WHEAT - ACRES HARVESTED,"1,843,300"
1994,NORTHWEST,WHEAT - ACRES PLANTED,"1,879,500"
